example_id,agent,update_ms,read_ms,generation_ms,end_to_end_ms,model_loading_policy
syn-93346ac6ae1bf8c8,vanilla,0.4600000011123484,0.0010999992809956893,625.3994999988208,625.8605999992142,one shared preloaded model
syn-6cc65eedbc5a69c8,vanilla,0.03170000127283856,0.0006999998731771484,204.67290000124194,204.70530000238796,one shared preloaded model
syn-c9adeb4320ae998b,vanilla,0.02680000034160912,0.0002999986463692039,225.39529999994556,225.42239999893354,one shared preloaded model
syn-c6ec8b0f3995c370,vanilla,0.04600000102072954,0.0006999998731771484,341.08200000082434,341.12870000171824,one shared preloaded model
syn-32300e05d5bb7bfe,vanilla,0.027399999453336932,0.0005000001692678779,228.01280000021507,228.04069999983767,one shared preloaded model
syn-f77741cdf4aa8b29,vanilla,0.02750000021478627,0.00039999940781854093,262.7040000006673,262.7319000002899,one shared preloaded model
syn-0ba97b528a6632a5,vanilla,0.027100000806967728,0.0005000001692678779,212.32419999978447,212.3518000007607,one shared preloaded model
syn-5b6767bdf182bae8,vanilla,0.050099999498343095,0.0004000012268079445,293.55329999998503,293.6038000007102,one shared preloaded model
syn-f960e56d6586ec00,vanilla,0.03589999869291205,0.0005999991117278114,214.81409999978496,214.8505999975896,one shared preloaded model
syn-93bdb2f586840782,vanilla,0.03380000089237001,0.0005000001692678779,199.2785999991611,199.31290000022273,one shared preloaded model
syn-8e6fdab0a6c3725e,vanilla,0.029599999834317714,0.0006000009307172149,239.1299999999319,239.16020000069693,one shared preloaded model
syn-a051cd7b90774b65,vanilla,0.02919999860750977,0.0005000001692678779,270.82770000015444,270.8573999989312,one shared preloaded model
syn-8dd9bb044aef8373,vanilla,0.040299999454873614,0.0006000009307172149,261.0225000007631,261.0634000011487,one shared preloaded model
syn-4a0c5e9fb3c5f452,vanilla,0.027299998691887595,0.0005999991117278114,255.43680000009772,255.46469999790133,one shared preloaded model
syn-6ecb6a96dd58ce21,vanilla,0.03060000017285347,0.0005000001692678779,271.58139999846753,271.61249999880965,one shared preloaded model
syn-cd8c14fbb5d2aa50,vanilla,0.02809999932651408,0.00039999940781854093,319.3295999990369,319.3580999977712,one shared preloaded model
syn-91f78077aab669f7,vanilla,0.03099999958067201,0.0005000001692678779,219.7024999986752,219.73399999842513,one shared preloaded model
syn-0675b95323d96302,vanilla,0.031400000807479955,0.0005000001692678779,274.2682000007335,274.30010000171023,one shared preloaded model
syn-6702e74f7e74bc7e,vanilla,0.03280000055383425,0.0005000001692678779,206.3496999999188,206.3830000006419,one shared preloaded model
syn-f7c180145dd15d58,vanilla,0.026300000172341242,0.0005000001692678779,255.1562999997259,255.1831000000675,one shared preloaded model
syn-bfa37f70e211acb3,vanilla,0.03469999865046702,0.0004999983502784744,275.2858000003471,275.3209999973478,one shared preloaded model
syn-72fb06c5db7e7688,vanilla,0.03590000051190145,0.0006999998731771484,229.61100000065926,229.64760000104434,one shared preloaded model
syn-bd6afd910f7c8060,vanilla,0.02990000029967632,0.0006000009307172149,212.66110000033223,212.69160000156262,one shared preloaded model
syn-b58bceeac6d2c7f2,vanilla,0.025600000299164094,0.0005000001692678779,239.03319999953965,239.05930000000808,one shared preloaded model
syn-6f311295e68c30c3,vanilla,0.024900000425986946,0.0004000012268079445,300.81109999991895,300.83640000157175,one shared preloaded model
syn-94fcfd250a3d999d,vanilla,0.03499999911582563,0.0005000001692678779,223.91769999921962,223.95319999850472,one shared preloaded model
syn-ea5ca3dd21833898,vanilla,0.04720000106317457,0.0005000001692678779,277.5741999994352,277.62190000066767,one shared preloaded model
syn-8dbf3541e1cd427d,vanilla,0.04369999987829942,0.0006999998731771484,241.04309999893303,241.0874999986845,one shared preloaded model
syn-512337330db99dbd,vanilla,0.02519999907235615,0.000700001692166552,246.53109999962908,246.5570000003936,one shared preloaded model
syn-f4cbdd1ddbb73508,vanilla,0.029299999368959107,0.00039999940781854093,236.95170000064536,236.98139999942214,one shared preloaded model
syn-5027fa3e13ee2780,vanilla,0.03279999873484485,0.0005000001692678779,302.16509999991104,302.19839999881515,one shared preloaded model
syn-7903e67ff0040645,vanilla,0.03199999991920777,0.0006999998731771484,255.93189999926835,255.96459999906074,one shared preloaded model
syn-e3e29e6f3d540e60,vanilla,0.025600000299164094,0.0005000001692678779,295.24470000069414,295.27080000116257,one shared preloaded model
syn-f592d7eb6a9a74eb,vanilla,0.03599999945436139,0.0005000001692678779,221.97399999822665,222.01049999785027,one shared preloaded model
syn-3e304f1428e01ee9,vanilla,0.025100000129896216,0.0005000001692678779,219.07820000160427,219.10380000190344,one shared preloaded model
syn-3e2d2684f5f1817e,vanilla,0.02600000152597204,0.0005000001692678779,240.13319999903615,240.1597000007314,one shared preloaded model
syn-ee201f37c7836edd,vanilla,0.022799998987466097,0.0005000001692678779,293.1339000006119,293.15719999976864,one shared preloaded model
syn-becbf383d5d37cc5,vanilla,0.03370000013092067,0.0005000001692678779,267.75439999983064,267.7886000001308,one shared preloaded model
syn-7ef267959a6b6d86,vanilla,0.042300000131945126,0.0009000013960758224,273.28959999977087,273.3328000012989,one shared preloaded model
syn-d16f8d798fa219b0,vanilla,0.024900000425986946,0.00039999940781854093,350.9982999985368,351.0235999983706,one shared preloaded model
syn-7835428503cb6fb4,vanilla,0.03459999970800709,0.0006000009307172149,308.43410000125004,308.46930000188877,one shared preloaded model
syn-a5a1e97cc2cba655,vanilla,0.02479999966453761,0.0005000001692678779,302.0782000003237,302.1035000001575,one shared preloaded model
syn-5802bb543a75be41,vanilla,0.04400000034365803,0.0005999991117278114,300.4619000003004,300.50649999975576,one shared preloaded model
syn-8d3a2d16c003e4ac,vanilla,0.02609999864944257,0.0004999983502784744,277.74719999979425,277.77379999679397,one shared preloaded model
syn-985161b3476e34fe,vanilla,0.03499999911582563,0.0006000009307172149,238.59819999961474,238.63379999966128,one shared preloaded model
syn-008fc3d605b6ae5a,vanilla,0.0366000003850786,0.0005999991117278114,291.63680000056047,291.6740000000573,one shared preloaded model
syn-c78ea9b9792f63e9,vanilla,0.03220000144210644,0.0004999983502784744,282.21539999867673,282.2480999984691,one shared preloaded model
syn-3845e90a188beefb,vanilla,0.025499999537714757,0.0004000012268079445,218.42930000093475,218.45520000169927,one shared preloaded model
syn-6da0bb0b934d669c,vanilla,0.03529999958118424,0.0005000001692678779,261.29060000130266,261.3264000010531,one shared preloaded model
