example_id,agent,update_ms,read_ms,generation_ms,end_to_end_ms,model_loading_policy
syn-ef386b7c2e28a7c7,lexical_only,1261.4315999999235,43.29530000086379,504.941900000631,1809.6688000014183,one shared preloaded model
syn-4da4f10545dadb90,lexical_only,1153.755700000147,8.62680000045657,322.0857000005708,1484.4682000011744,one shared preloaded model
syn-3407676b9e1ae006,lexical_only,1130.6940000004033,7.8523000001951,386.43580000007205,1524.9821000006705,one shared preloaded model
syn-6cc5d92e5fd6a3e0,lexical_only,1151.4766999998756,9.314699999777076,395.5134000007092,1556.3048000003619,one shared preloaded model
syn-24ce50a80424907f,lexical_only,1116.9875999994474,8.781399999861605,293.1305000001885,1418.8994999994975,one shared preloaded model
syn-785f734721adcbde,lexical_only,1119.3750000002183,9.004799999274837,386.0144999998738,1514.394299999367,one shared preloaded model
syn-e6b32d5f899ab892,lexical_only,1127.5584999993953,8.96530000045459,173.14009999972768,1309.6638999995776,one shared preloaded model
syn-8ec69bbef22fe04b,lexical_only,1089.9039999994784,6.747399999767367,351.32179999982327,1447.973199999069,one shared preloaded model
syn-653092319a5dc56b,lexical_only,1140.1770000002216,4.924400000163587,341.08199999991484,1486.1834000003,one shared preloaded model
syn-cf38fb96308c7d48,lexical_only,1104.4757999998183,8.723199999622011,376.45590000011,1489.6548999995503,one shared preloaded model
syn-a450c44d3ec7c29a,lexical_only,1139.416699999856,8.800599999631231,374.89240000013524,1523.1096999996225,one shared preloaded model
syn-0ab43d3c59593242,lexical_only,1188.6348000007274,8.943400000134716,365.99240000032296,1563.570600001185,one shared preloaded model
syn-8b854a68420c2d35,lexical_only,1145.8586000007926,4.60300000031566,368.2682999997269,1518.7299000008352,one shared preloaded model
syn-d48a5fc4de3b0374,lexical_only,1087.4904000002061,7.3722999995879945,330.8807000003071,1425.7434000001012,one shared preloaded model
syn-16837ca84116b8fd,lexical_only,1111.982999999782,5.5150999996840255,252.94579999990674,1370.4438999993727,one shared preloaded model
