example_id,agent,horizon,bytes
syn-64d7e0174f62e547,lexical_only,1000,1310720
syn-3893f5619d90e0bb,lexical_only,1000,1310720
syn-f3716c206a95faac,lexical_only,1000,1310720
syn-333a0eb60e11d2c7,lexical_only,1000,1310720
syn-ad39c1e6a90dc34a,lexical_only,1000,1310720
syn-1ca7c3ca32921822,lexical_only,1000,1310720
syn-17eb2388779556ee,lexical_only,1000,1310720
syn-c9c2612042f12207,lexical_only,1000,1310720
syn-3d0ac357ac736d24,lexical_only,1000,1310720
syn-3742489ab8f15470,lexical_only,1000,1310720
syn-10523c271c441f97,lexical_only,1000,1310720
syn-a32722b4cd47a410,lexical_only,1000,1310720
syn-1c4e873629998a82,lexical_only,1000,1310720
syn-c6e856fef964e025,lexical_only,1000,1310720
syn-ef0ea80df7ab7610,lexical_only,1000,1310720
syn-6690b5aeb7d47475,lexical_only,1000,1310720
syn-18b175a182f0df18,lexical_only,1000,1310720
syn-e0d51901d0f5b5b8,lexical_only,1000,1310720
syn-9b3792e76618737c,lexical_only,1000,1310720
syn-3748fc148bf2622f,lexical_only,1000,1310720
syn-e3d8db93f0637e3e,lexical_only,1000,1310720
syn-e572568df2ca85b2,lexical_only,1000,1310720
syn-7d14722ba7ae7c57,lexical_only,1000,1310720
syn-59e997a9e8f08cd5,lexical_only,1000,1310720
syn-f6825c0a97c0cc66,lexical_only,1000,1310720
syn-f665c1b45c973f9a,lexical_only,1000,1310720
syn-2b9522be5ae9d37c,lexical_only,1000,1310720
syn-62ba612ec1f74341,lexical_only,1000,1310720
syn-757384914f863b7a,lexical_only,1000,1310720
syn-1ccc5b3e2f033f9d,lexical_only,1000,1310720
syn-1c58689a699e4311,lexical_only,1000,1310720
syn-8f667a8e66f3dcb5,lexical_only,1000,1310720
syn-7ea4650ad829b7cd,lexical_only,1000,1310720
syn-5ebd58e83a08818d,lexical_only,1000,1310720
syn-417c2a5538455deb,lexical_only,1000,1310720
syn-63ac5c001e3d1b00,lexical_only,1000,1310720
syn-db075c6f66e7f9fa,lexical_only,1000,1310720
syn-a4fb46626c3609cc,lexical_only,1000,1310720
syn-c6ddfab25d63327d,lexical_only,1000,1310720
syn-ad99554ab0c1f129,lexical_only,1000,1310720
syn-f38282dbb7950711,lexical_only,1000,1310720
syn-21293ba09b4f5ebb,lexical_only,1000,1310720
syn-a8a4226f41b26323,lexical_only,1000,1310720
syn-2192eae82c387036,lexical_only,1000,1310720
syn-fa65a3e9be183392,lexical_only,1000,1310720
syn-d0f5075dc2165ee1,lexical_only,1000,1310720
syn-f3f3c52fddbc055d,lexical_only,1000,1310720
syn-aa34237525453142,lexical_only,1000,1310720
syn-02dfcf7592547872,lexical_only,1000,1310720
syn-761be3e3023ef503,lexical_only,1000,1310720
syn-64d7e0174f62e547,lalm,1000,1318912
syn-3893f5619d90e0bb,lalm,1000,1318912
syn-f3716c206a95faac,lalm,1000,1318912
syn-333a0eb60e11d2c7,lalm,1000,1318912
syn-ad39c1e6a90dc34a,lalm,1000,1318912
syn-1ca7c3ca32921822,lalm,1000,1318912
syn-17eb2388779556ee,lalm,1000,1318912
syn-c9c2612042f12207,lalm,1000,1318912
syn-3d0ac357ac736d24,lalm,1000,1318912
syn-3742489ab8f15470,lalm,1000,1318912
syn-10523c271c441f97,lalm,1000,1318912
syn-a32722b4cd47a410,lalm,1000,1318912
syn-1c4e873629998a82,lalm,1000,1318912
syn-c6e856fef964e025,lalm,1000,1318912
syn-ef0ea80df7ab7610,lalm,1000,1318912
syn-6690b5aeb7d47475,lalm,1000,1318912
syn-18b175a182f0df18,lalm,1000,1318912
syn-e0d51901d0f5b5b8,lalm,1000,1318912
syn-9b3792e76618737c,lalm,1000,1318912
syn-3748fc148bf2622f,lalm,1000,1318912
syn-e3d8db93f0637e3e,lalm,1000,1318912
syn-e572568df2ca85b2,lalm,1000,1318912
syn-7d14722ba7ae7c57,lalm,1000,1318912
syn-59e997a9e8f08cd5,lalm,1000,1318912
syn-f6825c0a97c0cc66,lalm,1000,1318912
syn-f665c1b45c973f9a,lalm,1000,1318912
syn-2b9522be5ae9d37c,lalm,1000,1318912
syn-62ba612ec1f74341,lalm,1000,1318912
syn-757384914f863b7a,lalm,1000,1318912
syn-1ccc5b3e2f033f9d,lalm,1000,1318912
syn-1c58689a699e4311,lalm,1000,1318912
syn-8f667a8e66f3dcb5,lalm,1000,1318912
syn-7ea4650ad829b7cd,lalm,1000,1318912
syn-5ebd58e83a08818d,lalm,1000,1318912
syn-417c2a5538455deb,lalm,1000,1318912
syn-63ac5c001e3d1b00,lalm,1000,1318912
syn-db075c6f66e7f9fa,lalm,1000,1318912
syn-a4fb46626c3609cc,lalm,1000,1318912
syn-c6ddfab25d63327d,lalm,1000,1318912
syn-ad99554ab0c1f129,lalm,1000,1318912
syn-f38282dbb7950711,lalm,1000,1318912
syn-21293ba09b4f5ebb,lalm,1000,1318912
syn-a8a4226f41b26323,lalm,1000,1318912
syn-2192eae82c387036,lalm,1000,1318912
syn-fa65a3e9be183392,lalm,1000,1318912
syn-d0f5075dc2165ee1,lalm,1000,1318912
syn-f3f3c52fddbc055d,lalm,1000,1318912
syn-aa34237525453142,lalm,1000,1318912
syn-02dfcf7592547872,lalm,1000,1318912
syn-761be3e3023ef503,lalm,1000,1318912
syn-64d7e0174f62e547,lalm_zero_prefix,1000,1318912
syn-3893f5619d90e0bb,lalm_zero_prefix,1000,1318912
syn-f3716c206a95faac,lalm_zero_prefix,1000,1318912
syn-333a0eb60e11d2c7,lalm_zero_prefix,1000,1318912
syn-ad39c1e6a90dc34a,lalm_zero_prefix,1000,1318912
syn-1ca7c3ca32921822,lalm_zero_prefix,1000,1318912
syn-17eb2388779556ee,lalm_zero_prefix,1000,1318912
syn-c9c2612042f12207,lalm_zero_prefix,1000,1318912
syn-3d0ac357ac736d24,lalm_zero_prefix,1000,1318912
syn-3742489ab8f15470,lalm_zero_prefix,1000,1318912
syn-10523c271c441f97,lalm_zero_prefix,1000,1318912
syn-a32722b4cd47a410,lalm_zero_prefix,1000,1318912
syn-1c4e873629998a82,lalm_zero_prefix,1000,1318912
syn-c6e856fef964e025,lalm_zero_prefix,1000,1318912
syn-ef0ea80df7ab7610,lalm_zero_prefix,1000,1318912
syn-6690b5aeb7d47475,lalm_zero_prefix,1000,1318912
syn-18b175a182f0df18,lalm_zero_prefix,1000,1318912
syn-e0d51901d0f5b5b8,lalm_zero_prefix,1000,1318912
syn-9b3792e76618737c,lalm_zero_prefix,1000,1318912
syn-3748fc148bf2622f,lalm_zero_prefix,1000,1318912
syn-e3d8db93f0637e3e,lalm_zero_prefix,1000,1318912
syn-e572568df2ca85b2,lalm_zero_prefix,1000,1318912
syn-7d14722ba7ae7c57,lalm_zero_prefix,1000,1318912
syn-59e997a9e8f08cd5,lalm_zero_prefix,1000,1318912
syn-f6825c0a97c0cc66,lalm_zero_prefix,1000,1318912
syn-f665c1b45c973f9a,lalm_zero_prefix,1000,1318912
syn-2b9522be5ae9d37c,lalm_zero_prefix,1000,1318912
syn-62ba612ec1f74341,lalm_zero_prefix,1000,1318912
syn-757384914f863b7a,lalm_zero_prefix,1000,1318912
syn-1ccc5b3e2f033f9d,lalm_zero_prefix,1000,1318912
syn-1c58689a699e4311,lalm_zero_prefix,1000,1318912
syn-8f667a8e66f3dcb5,lalm_zero_prefix,1000,1318912
syn-7ea4650ad829b7cd,lalm_zero_prefix,1000,1318912
syn-5ebd58e83a08818d,lalm_zero_prefix,1000,1318912
syn-417c2a5538455deb,lalm_zero_prefix,1000,1318912
syn-63ac5c001e3d1b00,lalm_zero_prefix,1000,1318912
syn-db075c6f66e7f9fa,lalm_zero_prefix,1000,1318912
syn-a4fb46626c3609cc,lalm_zero_prefix,1000,1318912
syn-c6ddfab25d63327d,lalm_zero_prefix,1000,1318912
syn-ad99554ab0c1f129,lalm_zero_prefix,1000,1318912
syn-f38282dbb7950711,lalm_zero_prefix,1000,1318912
syn-21293ba09b4f5ebb,lalm_zero_prefix,1000,1318912
syn-a8a4226f41b26323,lalm_zero_prefix,1000,1318912
syn-2192eae82c387036,lalm_zero_prefix,1000,1318912
syn-fa65a3e9be183392,lalm_zero_prefix,1000,1318912
syn-d0f5075dc2165ee1,lalm_zero_prefix,1000,1318912
syn-f3f3c52fddbc055d,lalm_zero_prefix,1000,1318912
syn-aa34237525453142,lalm_zero_prefix,1000,1318912
syn-02dfcf7592547872,lalm_zero_prefix,1000,1318912
syn-761be3e3023ef503,lalm_zero_prefix,1000,1318912
syn-64d7e0174f62e547,lalm_random_prefix,1000,1318912
syn-3893f5619d90e0bb,lalm_random_prefix,1000,1318912
syn-f3716c206a95faac,lalm_random_prefix,1000,1318912
syn-333a0eb60e11d2c7,lalm_random_prefix,1000,1318912
syn-ad39c1e6a90dc34a,lalm_random_prefix,1000,1318912
syn-1ca7c3ca32921822,lalm_random_prefix,1000,1318912
syn-17eb2388779556ee,lalm_random_prefix,1000,1318912
syn-c9c2612042f12207,lalm_random_prefix,1000,1318912
syn-3d0ac357ac736d24,lalm_random_prefix,1000,1318912
syn-3742489ab8f15470,lalm_random_prefix,1000,1318912
syn-10523c271c441f97,lalm_random_prefix,1000,1318912
syn-a32722b4cd47a410,lalm_random_prefix,1000,1318912
syn-1c4e873629998a82,lalm_random_prefix,1000,1318912
syn-c6e856fef964e025,lalm_random_prefix,1000,1318912
syn-ef0ea80df7ab7610,lalm_random_prefix,1000,1318912
syn-6690b5aeb7d47475,lalm_random_prefix,1000,1318912
syn-18b175a182f0df18,lalm_random_prefix,1000,1318912
syn-e0d51901d0f5b5b8,lalm_random_prefix,1000,1318912
syn-9b3792e76618737c,lalm_random_prefix,1000,1318912
syn-3748fc148bf2622f,lalm_random_prefix,1000,1318912
syn-e3d8db93f0637e3e,lalm_random_prefix,1000,1318912
syn-e572568df2ca85b2,lalm_random_prefix,1000,1318912
syn-7d14722ba7ae7c57,lalm_random_prefix,1000,1318912
syn-59e997a9e8f08cd5,lalm_random_prefix,1000,1318912
syn-f6825c0a97c0cc66,lalm_random_prefix,1000,1318912
syn-f665c1b45c973f9a,lalm_random_prefix,1000,1318912
syn-2b9522be5ae9d37c,lalm_random_prefix,1000,1318912
syn-62ba612ec1f74341,lalm_random_prefix,1000,1318912
syn-757384914f863b7a,lalm_random_prefix,1000,1318912
syn-1ccc5b3e2f033f9d,lalm_random_prefix,1000,1318912
syn-1c58689a699e4311,lalm_random_prefix,1000,1318912
syn-8f667a8e66f3dcb5,lalm_random_prefix,1000,1318912
syn-7ea4650ad829b7cd,lalm_random_prefix,1000,1318912
syn-5ebd58e83a08818d,lalm_random_prefix,1000,1318912
syn-417c2a5538455deb,lalm_random_prefix,1000,1318912
syn-63ac5c001e3d1b00,lalm_random_prefix,1000,1318912
syn-db075c6f66e7f9fa,lalm_random_prefix,1000,1318912
syn-a4fb46626c3609cc,lalm_random_prefix,1000,1318912
syn-c6ddfab25d63327d,lalm_random_prefix,1000,1318912
syn-ad99554ab0c1f129,lalm_random_prefix,1000,1318912
syn-f38282dbb7950711,lalm_random_prefix,1000,1318912
syn-21293ba09b4f5ebb,lalm_random_prefix,1000,1318912
syn-a8a4226f41b26323,lalm_random_prefix,1000,1318912
syn-2192eae82c387036,lalm_random_prefix,1000,1318912
syn-fa65a3e9be183392,lalm_random_prefix,1000,1318912
syn-d0f5075dc2165ee1,lalm_random_prefix,1000,1318912
syn-f3f3c52fddbc055d,lalm_random_prefix,1000,1318912
syn-aa34237525453142,lalm_random_prefix,1000,1318912
syn-02dfcf7592547872,lalm_random_prefix,1000,1318912
syn-761be3e3023ef503,lalm_random_prefix,1000,1318912
syn-64d7e0174f62e547,lalm_permuted_prefix,1000,1318912
syn-3893f5619d90e0bb,lalm_permuted_prefix,1000,1318912
syn-f3716c206a95faac,lalm_permuted_prefix,1000,1318912
syn-333a0eb60e11d2c7,lalm_permuted_prefix,1000,1318912
syn-ad39c1e6a90dc34a,lalm_permuted_prefix,1000,1318912
syn-1ca7c3ca32921822,lalm_permuted_prefix,1000,1318912
syn-17eb2388779556ee,lalm_permuted_prefix,1000,1318912
syn-c9c2612042f12207,lalm_permuted_prefix,1000,1318912
syn-3d0ac357ac736d24,lalm_permuted_prefix,1000,1318912
syn-3742489ab8f15470,lalm_permuted_prefix,1000,1318912
syn-10523c271c441f97,lalm_permuted_prefix,1000,1318912
syn-a32722b4cd47a410,lalm_permuted_prefix,1000,1318912
syn-1c4e873629998a82,lalm_permuted_prefix,1000,1318912
syn-c6e856fef964e025,lalm_permuted_prefix,1000,1318912
syn-ef0ea80df7ab7610,lalm_permuted_prefix,1000,1318912
syn-6690b5aeb7d47475,lalm_permuted_prefix,1000,1318912
