example_id,agent,horizon,bytes
syn-7cfc52e2fefff869,lexical_only,5000,1310720
syn-4296f812e74314b3,lexical_only,5000,1310720
syn-f7aa6070fe05b69e,lexical_only,5000,1310720
syn-607ea103d2b11cf6,lexical_only,5000,1310720
syn-45ef60d7b20398a1,lexical_only,5000,1310720
syn-e95ca15b27885cf3,lexical_only,5000,1310720
syn-bef31d57b3f3a636,lexical_only,5000,1310720
syn-5b6437f25fa7b377,lexical_only,5000,1310720
syn-d9343cc50784b112,lexical_only,5000,1310720
syn-f76dc8f62777c380,lexical_only,5000,1310720
syn-3e69c986de52e554,lexical_only,5000,1310720
syn-840e933e797cd154,lexical_only,5000,1310720
syn-dc03b9c9604c3466,lexical_only,5000,1310720
syn-3f767d83df352f4e,lexical_only,5000,1310720
syn-7ac00f53df7b09ec,lexical_only,5000,1310720
syn-491941db367ba49a,lexical_only,5000,1310720
syn-9dfd120230fb4447,lexical_only,5000,1310720
syn-ee762dd38613f0eb,lexical_only,5000,1310720
syn-184066c677c61650,lexical_only,5000,1310720
syn-97ac18ebf1429fcc,lexical_only,5000,1310720
syn-085e6fbcde58b207,lexical_only,5000,1310720
syn-3a6587efa0450f1b,lexical_only,5000,1310720
syn-dd066d08a68d9e75,lexical_only,5000,1310720
syn-3d36627a41eb35df,lexical_only,5000,1310720
syn-e9fb7fcede095653,lexical_only,5000,1310720
syn-572b1c93ac215052,lexical_only,5000,1310720
syn-0b5bbdf52c092b80,lexical_only,5000,1310720
syn-e3a03e4fc1e3679e,lexical_only,5000,1310720
syn-3caf73f6be3623fe,lexical_only,5000,1310720
syn-ed0c0be9ddfe4d38,lexical_only,5000,1310720
syn-c2e84effcaf6e13c,lexical_only,5000,1310720
syn-ffaf82c44ff79b5a,lexical_only,5000,1310720
syn-5471fab742e7c658,lexical_only,5000,1310720
syn-b3240f286650ecae,lexical_only,5000,1310720
syn-73e8dad0456ff636,lexical_only,5000,1310720
syn-c44f57cdb0635698,lexical_only,5000,1310720
syn-97121d3284eb327b,lexical_only,5000,1310720
syn-72c231f5c36b0a82,lexical_only,5000,1310720
syn-15208a3cb0e88f74,lexical_only,5000,1310720
syn-6fd68b973acd9fa6,lexical_only,5000,1310720
syn-910ecad3da43179f,lexical_only,5000,1310720
syn-3b43be463424b9d1,lexical_only,5000,1310720
syn-feb3bd30432e1619,lexical_only,5000,1310720
syn-97b3c3abe76861f6,lexical_only,5000,1310720
syn-367f74c39dec31a4,lexical_only,5000,1310720
syn-601ac24ca303d9c4,lexical_only,5000,1310720
syn-4d0b34ee3d1c08f2,lexical_only,5000,1310720
syn-039fd7c5756e356c,lexical_only,5000,1310720
syn-af2b9b20ebd727ab,lexical_only,5000,1310720
syn-e4f21b03cc5cefd6,lexical_only,5000,1310720
syn-7cfc52e2fefff869,lalm,5000,1318912
syn-4296f812e74314b3,lalm,5000,1318912
syn-f7aa6070fe05b69e,lalm,5000,1318912
syn-607ea103d2b11cf6,lalm,5000,1318912
syn-45ef60d7b20398a1,lalm,5000,1318912
syn-e95ca15b27885cf3,lalm,5000,1318912
syn-bef31d57b3f3a636,lalm,5000,1318912
syn-5b6437f25fa7b377,lalm,5000,1318912
syn-d9343cc50784b112,lalm,5000,1318912
syn-f76dc8f62777c380,lalm,5000,1318912
syn-3e69c986de52e554,lalm,5000,1318912
syn-840e933e797cd154,lalm,5000,1318912
syn-dc03b9c9604c3466,lalm,5000,1318912
syn-3f767d83df352f4e,lalm,5000,1318912
syn-7ac00f53df7b09ec,lalm,5000,1318912
syn-491941db367ba49a,lalm,5000,1318912
syn-9dfd120230fb4447,lalm,5000,1318912
syn-ee762dd38613f0eb,lalm,5000,1318912
syn-184066c677c61650,lalm,5000,1318912
syn-97ac18ebf1429fcc,lalm,5000,1318912
syn-085e6fbcde58b207,lalm,5000,1318912
syn-3a6587efa0450f1b,lalm,5000,1318912
syn-dd066d08a68d9e75,lalm,5000,1318912
syn-3d36627a41eb35df,lalm,5000,1318912
syn-e9fb7fcede095653,lalm,5000,1318912
syn-572b1c93ac215052,lalm,5000,1318912
syn-0b5bbdf52c092b80,lalm,5000,1318912
syn-e3a03e4fc1e3679e,lalm,5000,1318912
syn-3caf73f6be3623fe,lalm,5000,1318912
syn-ed0c0be9ddfe4d38,lalm,5000,1318912
syn-c2e84effcaf6e13c,lalm,5000,1318912
syn-ffaf82c44ff79b5a,lalm,5000,1318912
syn-5471fab742e7c658,lalm,5000,1318912
syn-b3240f286650ecae,lalm,5000,1318912
syn-73e8dad0456ff636,lalm,5000,1318912
syn-c44f57cdb0635698,lalm,5000,1318912
syn-97121d3284eb327b,lalm,5000,1318912
syn-72c231f5c36b0a82,lalm,5000,1318912
syn-15208a3cb0e88f74,lalm,5000,1318912
syn-6fd68b973acd9fa6,lalm,5000,1318912
syn-910ecad3da43179f,lalm,5000,1318912
syn-3b43be463424b9d1,lalm,5000,1318912
syn-feb3bd30432e1619,lalm,5000,1318912
syn-97b3c3abe76861f6,lalm,5000,1318912
syn-367f74c39dec31a4,lalm,5000,1318912
syn-601ac24ca303d9c4,lalm,5000,1318912
syn-4d0b34ee3d1c08f2,lalm,5000,1318912
syn-039fd7c5756e356c,lalm,5000,1318912
syn-af2b9b20ebd727ab,lalm,5000,1318912
syn-e4f21b03cc5cefd6,lalm,5000,1318912
syn-7cfc52e2fefff869,lalm_zero_prefix,5000,1318912
syn-4296f812e74314b3,lalm_zero_prefix,5000,1318912
syn-f7aa6070fe05b69e,lalm_zero_prefix,5000,1318912
syn-607ea103d2b11cf6,lalm_zero_prefix,5000,1318912
syn-45ef60d7b20398a1,lalm_zero_prefix,5000,1318912
syn-e95ca15b27885cf3,lalm_zero_prefix,5000,1318912
syn-bef31d57b3f3a636,lalm_zero_prefix,5000,1318912
syn-5b6437f25fa7b377,lalm_zero_prefix,5000,1318912
syn-d9343cc50784b112,lalm_zero_prefix,5000,1318912
syn-f76dc8f62777c380,lalm_zero_prefix,5000,1318912
syn-3e69c986de52e554,lalm_zero_prefix,5000,1318912
syn-840e933e797cd154,lalm_zero_prefix,5000,1318912
syn-dc03b9c9604c3466,lalm_zero_prefix,5000,1318912
syn-3f767d83df352f4e,lalm_zero_prefix,5000,1318912
syn-7ac00f53df7b09ec,lalm_zero_prefix,5000,1318912
syn-491941db367ba49a,lalm_zero_prefix,5000,1318912
syn-9dfd120230fb4447,lalm_zero_prefix,5000,1318912
syn-ee762dd38613f0eb,lalm_zero_prefix,5000,1318912
syn-184066c677c61650,lalm_zero_prefix,5000,1318912
syn-97ac18ebf1429fcc,lalm_zero_prefix,5000,1318912
syn-085e6fbcde58b207,lalm_zero_prefix,5000,1318912
syn-3a6587efa0450f1b,lalm_zero_prefix,5000,1318912
syn-dd066d08a68d9e75,lalm_zero_prefix,5000,1318912
syn-3d36627a41eb35df,lalm_zero_prefix,5000,1318912
syn-e9fb7fcede095653,lalm_zero_prefix,5000,1318912
syn-572b1c93ac215052,lalm_zero_prefix,5000,1318912
syn-0b5bbdf52c092b80,lalm_zero_prefix,5000,1318912
syn-e3a03e4fc1e3679e,lalm_zero_prefix,5000,1318912
syn-3caf73f6be3623fe,lalm_zero_prefix,5000,1318912
syn-ed0c0be9ddfe4d38,lalm_zero_prefix,5000,1318912
syn-c2e84effcaf6e13c,lalm_zero_prefix,5000,1318912
syn-ffaf82c44ff79b5a,lalm_zero_prefix,5000,1318912
syn-5471fab742e7c658,lalm_zero_prefix,5000,1318912
syn-b3240f286650ecae,lalm_zero_prefix,5000,1318912
syn-73e8dad0456ff636,lalm_zero_prefix,5000,1318912
syn-c44f57cdb0635698,lalm_zero_prefix,5000,1318912
syn-97121d3284eb327b,lalm_zero_prefix,5000,1318912
syn-72c231f5c36b0a82,lalm_zero_prefix,5000,1318912
syn-15208a3cb0e88f74,lalm_zero_prefix,5000,1318912
syn-6fd68b973acd9fa6,lalm_zero_prefix,5000,1318912
syn-910ecad3da43179f,lalm_zero_prefix,5000,1318912
syn-3b43be463424b9d1,lalm_zero_prefix,5000,1318912
syn-feb3bd30432e1619,lalm_zero_prefix,5000,1318912
syn-97b3c3abe76861f6,lalm_zero_prefix,5000,1318912
syn-367f74c39dec31a4,lalm_zero_prefix,5000,1318912
syn-601ac24ca303d9c4,lalm_zero_prefix,5000,1318912
syn-4d0b34ee3d1c08f2,lalm_zero_prefix,5000,1318912
syn-039fd7c5756e356c,lalm_zero_prefix,5000,1318912
syn-af2b9b20ebd727ab,lalm_zero_prefix,5000,1318912
syn-e4f21b03cc5cefd6,lalm_zero_prefix,5000,1318912
syn-7cfc52e2fefff869,lalm_random_prefix,5000,1318912
syn-4296f812e74314b3,lalm_random_prefix,5000,1318912
syn-f7aa6070fe05b69e,lalm_random_prefix,5000,1318912
syn-607ea103d2b11cf6,lalm_random_prefix,5000,1318912
syn-45ef60d7b20398a1,lalm_random_prefix,5000,1318912
syn-e95ca15b27885cf3,lalm_random_prefix,5000,1318912
syn-bef31d57b3f3a636,lalm_random_prefix,5000,1318912
syn-5b6437f25fa7b377,lalm_random_prefix,5000,1318912
syn-d9343cc50784b112,lalm_random_prefix,5000,1318912
syn-f76dc8f62777c380,lalm_random_prefix,5000,1318912
syn-3e69c986de52e554,lalm_random_prefix,5000,1318912
syn-840e933e797cd154,lalm_random_prefix,5000,1318912
syn-dc03b9c9604c3466,lalm_random_prefix,5000,1318912
syn-3f767d83df352f4e,lalm_random_prefix,5000,1318912
syn-7ac00f53df7b09ec,lalm_random_prefix,5000,1318912
syn-491941db367ba49a,lalm_random_prefix,5000,1318912
syn-9dfd120230fb4447,lalm_random_prefix,5000,1318912
syn-ee762dd38613f0eb,lalm_random_prefix,5000,1318912
syn-184066c677c61650,lalm_random_prefix,5000,1318912
syn-97ac18ebf1429fcc,lalm_random_prefix,5000,1318912
syn-085e6fbcde58b207,lalm_random_prefix,5000,1318912
syn-3a6587efa0450f1b,lalm_random_prefix,5000,1318912
syn-dd066d08a68d9e75,lalm_random_prefix,5000,1318912
syn-3d36627a41eb35df,lalm_random_prefix,5000,1318912
syn-e9fb7fcede095653,lalm_random_prefix,5000,1318912
syn-572b1c93ac215052,lalm_random_prefix,5000,1318912
syn-0b5bbdf52c092b80,lalm_random_prefix,5000,1318912
syn-e3a03e4fc1e3679e,lalm_random_prefix,5000,1318912
syn-3caf73f6be3623fe,lalm_random_prefix,5000,1318912
syn-ed0c0be9ddfe4d38,lalm_random_prefix,5000,1318912
syn-c2e84effcaf6e13c,lalm_random_prefix,5000,1318912
syn-ffaf82c44ff79b5a,lalm_random_prefix,5000,1318912
syn-5471fab742e7c658,lalm_random_prefix,5000,1318912
syn-b3240f286650ecae,lalm_random_prefix,5000,1318912
syn-73e8dad0456ff636,lalm_random_prefix,5000,1318912
syn-c44f57cdb0635698,lalm_random_prefix,5000,1318912
syn-97121d3284eb327b,lalm_random_prefix,5000,1318912
syn-72c231f5c36b0a82,lalm_random_prefix,5000,1318912
syn-15208a3cb0e88f74,lalm_random_prefix,5000,1318912
syn-6fd68b973acd9fa6,lalm_random_prefix,5000,1318912
syn-910ecad3da43179f,lalm_random_prefix,5000,1318912
syn-3b43be463424b9d1,lalm_random_prefix,5000,1318912
syn-feb3bd30432e1619,lalm_random_prefix,5000,1318912
syn-97b3c3abe76861f6,lalm_random_prefix,5000,1318912
