example_id,agent,horizon,bytes
syn-8a24c490f66e0d03,bounded_rag,100,160378
syn-60bdba84d7150097,bounded_rag,100,160427
syn-53ed452583131d31,bounded_rag,100,160399
syn-5b0f4bc9237445b7,bounded_rag,100,160420
syn-13edf32e39fe3765,bounded_rag,100,160376
syn-b4390d007b5ef7f8,bounded_rag,100,160404
syn-861d036fb5eba4c2,bounded_rag,100,160376
syn-2540f1cab553a52e,bounded_rag,100,160398
syn-579e6c88ef0966fc,bounded_rag,100,160389
syn-969dbbd9bede135e,bounded_rag,100,160385
syn-c10dd64649776fe7,bounded_rag,100,160380
syn-bb14aa81d58f596a,bounded_rag,100,160406
syn-1539909d7d3f1fa2,bounded_rag,100,160400
syn-71eba46801356739,bounded_rag,100,160421
syn-9de2464dd831978c,bounded_rag,100,160392
syn-2007ee011a28494d,bounded_rag,100,160404
syn-34a2be23fb5d07eb,bounded_rag,100,160397
syn-a90bf50c398f1e86,bounded_rag,100,160398
syn-d7d7cc6bb0d62c01,bounded_rag,100,160384
syn-5393cd085e43abb8,bounded_rag,100,160409
syn-0ad7a8e818b1a5d2,bounded_rag,100,160372
syn-9114b4cc4d33be2b,bounded_rag,100,160426
syn-db423ff4850b6f09,bounded_rag,100,160417
syn-6fc8aac5c7ba2689,bounded_rag,100,160424
syn-d67359e040231402,bounded_rag,100,160377
syn-9012ae10bb547433,bounded_rag,100,160396
syn-5a6d47d41b8cefc7,bounded_rag,100,160401
syn-0846284ec2ada743,bounded_rag,100,160400
syn-d79ac77e89a7458d,bounded_rag,100,160375
syn-5daf5292727314bf,bounded_rag,100,160373
syn-f1bd6c303029c406,bounded_rag,100,160389
syn-acbc03459113dbbd,bounded_rag,100,160413
syn-2cc0a66e4b65871a,bounded_rag,100,160420
syn-0d8c5c79d87b5f30,bounded_rag,100,160408
syn-2b302d8d4702b75b,bounded_rag,100,160366
syn-dd53354de8cd00c6,bounded_rag,100,160412
syn-ae1f20ebf18ddedb,bounded_rag,100,160402
syn-e3a9d1182ee5641f,bounded_rag,100,160376
syn-4bda76b13e8cf818,bounded_rag,100,160383
syn-12eab36269130ea5,bounded_rag,100,160391
syn-637dd8e15770335c,bounded_rag,100,160371
syn-f0946f3561824cd3,bounded_rag,100,160425
syn-27cc42527061d886,bounded_rag,100,160411
syn-fa256f5f1886a0f3,bounded_rag,100,160405
syn-28cf404c86f22feb,bounded_rag,100,160391
syn-295f75a8c73a907c,bounded_rag,100,160395
syn-a3a312c0d7466c28,bounded_rag,100,160384
syn-3cd6990d63fbe383,bounded_rag,100,160390
syn-e2473ee10df25b44,bounded_rag,100,160379
syn-4e91ab66bf320793,bounded_rag,100,160402
syn-3b1804153fd274a9,bounded_rag,100,160381
syn-d26871934d18eeb9,bounded_rag,100,160409
syn-abbc7af43ab942e8,bounded_rag,100,160396
syn-df0d8ca32875e6f9,bounded_rag,100,160404
syn-bff5383add606724,bounded_rag,100,160393
syn-6b96d49b7c661246,bounded_rag,100,160411
syn-6accd9b1b0371265,bounded_rag,100,160387
syn-3c985bc64502f79d,bounded_rag,100,160397
syn-8ae8d50a4f81bf00,bounded_rag,100,160372
syn-2a7936bb8606e396,bounded_rag,100,160381
syn-72d01d8b036611a2,bounded_rag,100,160380
syn-2ef0237652347e1e,bounded_rag,100,160417
syn-2a55ac2eedf7a009,bounded_rag,100,160397
syn-c9efc4d9b448370c,bounded_rag,100,160418
syn-6574558be08f4b1d,bounded_rag,100,160373
syn-ad27201e8da092ee,bounded_rag,100,160407
syn-2f4562fb5b6e1003,bounded_rag,100,160400
syn-ae7a017ce8696d3c,bounded_rag,100,160389
syn-f827e6fad53674ab,bounded_rag,100,160378
syn-c8d62d295a3ca10f,bounded_rag,100,160411
syn-40b7cac8143111e8,bounded_rag,100,160369
syn-6cf32fbe90cd007a,bounded_rag,100,160413
syn-3377d3274c60a1f5,bounded_rag,100,160401
syn-5fd46702d09ae565,bounded_rag,100,160410
syn-66f8ff1775ac6a98,bounded_rag,100,160393
syn-3ba580d4e1863727,bounded_rag,100,160401
syn-1198213e7ed30c70,bounded_rag,100,160387
syn-3e6c9728007e84fb,bounded_rag,100,160395
syn-33c7c5daf85e9bfa,bounded_rag,100,160382
syn-efc04838a1bc5623,bounded_rag,100,160401
syn-4f3c833d627ef4d2,bounded_rag,100,160376
syn-539136a050bf636c,bounded_rag,100,160430
syn-b92c2c7bf6a9ff92,bounded_rag,100,160409
syn-5dd2cffeb81cd021,bounded_rag,100,160427
syn-af5d50df4306665c,bounded_rag,100,160391
syn-6a82adbb938956c9,bounded_rag,100,160403
syn-7567e9b026919223,bounded_rag,100,160385
syn-986098b7390f2e8a,bounded_rag,100,160393
syn-fa2a92d255b5c0b9,bounded_rag,100,160390
syn-5949ddf795621210,bounded_rag,100,160388
syn-9e1def135dc2fb17,bounded_rag,100,160381
syn-b651ce04909b1633,bounded_rag,100,160420
syn-548d563ebf2632ca,bounded_rag,100,160406
syn-5d27f3eef785e3f0,bounded_rag,100,160410
syn-c77ffd513821f0d9,bounded_rag,100,160375
syn-e5e05b3b05a90b44,bounded_rag,100,160393
syn-dd842f7938238363,bounded_rag,100,160397
syn-6a198de45ff9f216,bounded_rag,100,160400
syn-9727a412bf884b91,bounded_rag,100,160382
syn-026eb39de0a0e851,bounded_rag,100,160392
syn-336643bb0465d76d,bounded_rag,500,802339
syn-4d5d147b8dca8f90,bounded_rag,500,802355
syn-716af7f211748a77,bounded_rag,500,802366
syn-0351cae957bcb7be,bounded_rag,500,802402
syn-a03a7858b116e564,bounded_rag,500,802371
syn-2e9fd4cd6e642b4d,bounded_rag,500,802361
syn-fcc5b3e16c715c19,bounded_rag,500,802361
syn-81bb6482ee725b0c,bounded_rag,500,802331
syn-9fcf7a6936057461,bounded_rag,500,802339
syn-a57f20ab453bcc50,bounded_rag,500,802340
syn-b537f820589525b6,bounded_rag,500,802329
syn-affaeb4880b07259,bounded_rag,500,802380
syn-43db141b9ef5f25b,bounded_rag,500,802349
syn-f9c4510f0353abea,bounded_rag,500,802381
syn-f406b352092ac7b5,bounded_rag,500,802335
syn-88ac3ede93fe2e67,bounded_rag,500,802371
syn-51318c5bfa14c67f,bounded_rag,500,802374
syn-ad5e0bc64879f80a,bounded_rag,500,802374
syn-c43411c38527d72e,bounded_rag,500,802357
syn-431c00e831022a2a,bounded_rag,500,802333
syn-6687e551b8a5dd1d,bounded_rag,500,802346
syn-1d6120d9a67b60d7,bounded_rag,500,802347
syn-e61c5d7164592e23,bounded_rag,500,802319
syn-e4ff93eae9707fbd,bounded_rag,500,802377
syn-ba808a11522be770,bounded_rag,500,802333
syn-e75d894604fbad56,bounded_rag,500,802352
syn-81aa58224069e767,bounded_rag,500,802379
syn-2902d35b1a2f7be5,bounded_rag,500,802370
syn-a1760638182488fb,bounded_rag,500,802320
syn-9c715ed6199bf520,bounded_rag,500,802357
syn-f0c2108aa2330340,bounded_rag,500,802324
syn-4b5de9f94f2ba5b1,bounded_rag,500,802365
syn-679d3b5fa84badd3,bounded_rag,500,802400
syn-85b3a7f9d6f7e382,bounded_rag,500,802391
syn-01896bfd1d3cfd0a,bounded_rag,500,802322
syn-16e53ff3f73099ab,bounded_rag,500,802345
syn-92f8fd17ac5e02e2,bounded_rag,500,802379
syn-6e4abb442c9a39da,bounded_rag,500,802349
syn-3e2201052e4f2255,bounded_rag,500,802326
syn-5aeb66468233396d,bounded_rag,500,802372
syn-fe6c9ad31083137a,bounded_rag,500,802348
syn-30815d67f0428cc6,bounded_rag,500,802379
syn-3d3c2ed79da33a22,bounded_rag,500,802365
syn-4562f4ef285e1a60,bounded_rag,500,802361
syn-542842aa508c8bd3,bounded_rag,500,802338
syn-ff5fdb1c924ff011,bounded_rag,500,802365
syn-f948084fe9047372,bounded_rag,500,802338
syn-eca6c8909ab4b690,bounded_rag,500,802374
syn-3b01ee6ed97f202e,bounded_rag,500,802316
syn-85dd8b1d1314ead4,bounded_rag,500,802317
syn-c1eef09c28fa823f,bounded_rag,500,802335
syn-69b79262e663edbd,bounded_rag,500,802377
syn-b8b3a77cfa8c16f2,bounded_rag,500,802357
syn-ca97c0416d50fb84,bounded_rag,500,802389
syn-4604b4fa5c6898fe,bounded_rag,500,802348
syn-863153ad3cbab327,bounded_rag,500,802353
syn-032d8f2aeefb00f3,bounded_rag,500,802356
syn-3196524b41afd7ed,bounded_rag,500,802347
syn-5bc0918118aed5fe,bounded_rag,500,802336
syn-a43a2f2f6e37db4a,bounded_rag,500,802346
syn-024b572698b52439,bounded_rag,500,802349
syn-bb7fda45131ba97d,bounded_rag,500,802370
syn-ecb387c40a2db688,bounded_rag,500,802377
syn-69c4690b996cc6cb,bounded_rag,500,802379
