example_id,agent,horizon,bytes
syn-3440a264ae436e2e,vanilla,100,0
syn-ee85a2eb73c947cd,vanilla,100,0
syn-b6e8394405665f30,vanilla,100,0
syn-0cb85fc1aed79509,vanilla,100,0
syn-aac1706bd01384f5,vanilla,100,0
syn-4d401e31677101a0,vanilla,100,0
syn-ab333df2fafd0073,vanilla,100,0
syn-f1f654b2bfd381e1,vanilla,100,0
syn-778176880403e6d9,vanilla,100,0
syn-3c4077e56334e964,vanilla,100,0
syn-14e763ddf9ace4e6,vanilla,100,0
syn-f45b33739fa0bb9f,vanilla,100,0
syn-884dd5f55b8212d1,vanilla,100,0
syn-796678a6e0af208b,vanilla,100,0
syn-eda8868f1c2fece2,vanilla,100,0
syn-7f9cd78bd0658737,vanilla,100,0
syn-61b2832d5fdf51ee,vanilla,100,0
syn-5598ae5c57ad5073,vanilla,100,0
syn-4e2b16b30bf94099,vanilla,100,0
syn-797af88ee2bb879b,vanilla,100,0
syn-0cf696b7cf2485d5,vanilla,100,0
syn-d02759cdbf3baaeb,vanilla,100,0
syn-ca975f12399ac72d,vanilla,100,0
syn-1c68388573fae08d,vanilla,100,0
syn-5a9a91a52114c69a,vanilla,100,0
syn-c9224d63212d8aca,vanilla,100,0
syn-5410682004961128,vanilla,100,0
syn-97fe2cbcf345fb93,vanilla,100,0
syn-cd4c364251527834,vanilla,100,0
syn-230af210e8a75a06,vanilla,100,0
syn-da092fddabc88e8c,vanilla,100,0
syn-dcf469e1a8c630ec,vanilla,100,0
syn-f2e76744bfacc55c,vanilla,100,0
syn-46181fb73f0a75b4,vanilla,100,0
syn-9db825e05aa666ea,vanilla,100,0
syn-efb2477a19e8bc70,vanilla,100,0
syn-be647db76ec3916d,vanilla,100,0
syn-bf12fa1fdf72a8cb,vanilla,100,0
syn-961229cb08e4798f,vanilla,100,0
syn-bc112f89b1a244bd,vanilla,100,0
syn-8da0fe103182e921,vanilla,100,0
syn-4556e2eda4c5ec38,vanilla,100,0
syn-4639c52acd42e3e2,vanilla,100,0
syn-db4aee288b034901,vanilla,100,0
syn-016d0251df2a38df,vanilla,100,0
syn-a305f1b556cd7ef7,vanilla,100,0
syn-a6d8f9c10f83e622,vanilla,100,0
syn-a415614358a9bbf2,vanilla,100,0
syn-7688417776654935,vanilla,100,0
syn-0b35d12bed80b76a,vanilla,100,0
syn-e57b3404c0c0ca57,vanilla,100,0
syn-427feb671ddd5e80,vanilla,100,0
syn-9f621fea2c222e41,vanilla,100,0
syn-36ba0c1d4e51203a,vanilla,100,0
syn-5b1d27e003bba18e,vanilla,100,0
syn-5862c2a2034137e9,vanilla,100,0
syn-af032bbca8d177d1,vanilla,100,0
syn-1815636146461cc4,vanilla,100,0
syn-73a0fd0e3df3ffd8,vanilla,100,0
syn-9b9c9ca36462f75d,vanilla,100,0
syn-05465f2bbe23b3ce,vanilla,100,0
syn-fc727999cddc2a0e,vanilla,100,0
syn-0271d64965c686bd,vanilla,100,0
syn-d7061c0212ea339c,vanilla,100,0
syn-79b4993828ec61be,vanilla,100,0
syn-e6b6a2dfb9f4009f,vanilla,100,0
syn-04bd977735866e90,vanilla,100,0
syn-4fb5d4427bc1dc44,vanilla,100,0
syn-02c8d313527e3161,vanilla,100,0
syn-cabffc257f3da2bf,vanilla,100,0
syn-2a89eeb201b73241,vanilla,100,0
syn-6e0c9395808f2f72,vanilla,100,0
syn-7d6cd7303d9c5c73,vanilla,100,0
