example_id,agent,update_ms,read_ms,generation_ms,end_to_end_ms,model_loading_policy
conv-26-qa-0,pure_liquid,2.833737185928794,44.89269999976386,113.86004999985744,161.58648718555008,one shared preloaded model
conv-26-qa-1,pure_liquid,2.833737185928794,10.333399997762172,113.86004999985744,127.0271871835484,one shared preloaded model
conv-26-qa-2,pure_liquid,2.833737185928794,10.351399996579858,113.86004999985744,127.04518718236609,one shared preloaded model
conv-26-qa-3,pure_liquid,2.833737185928794,10.165399999095825,113.86004999985744,126.85918718488206,one shared preloaded model
conv-26-qa-4,pure_liquid,2.833737185928794,8.911599998100428,84.05080000011367,95.79613718414289,one shared preloaded model
conv-26-qa-5,pure_liquid,2.833737185928794,6.906599999638274,84.05080000011367,93.79113718568074,one shared preloaded model
conv-26-qa-6,pure_liquid,2.833737185928794,10.02410000000964,84.05080000011367,96.9086371860521,one shared preloaded model
conv-26-qa-7,pure_liquid,2.833737185928794,9.783299999980954,84.05080000011367,96.66783718602342,one shared preloaded model
conv-26-qa-8,pure_liquid,2.833737185928794,6.882100002258085,92.75562499988155,102.47146218806843,one shared preloaded model
conv-26-qa-9,pure_liquid,2.833737185928794,7.562899998447392,92.75562499988155,103.15226218425774,one shared preloaded model
conv-26-qa-10,pure_liquid,2.833737185928794,7.138799999665935,92.75562499988155,102.72816218547628,one shared preloaded model
conv-26-qa-11,pure_liquid,2.833737185928794,7.773700002871919,92.75562499988155,103.36306218868226,one shared preloaded model
conv-26-qa-12,pure_liquid,2.833737185928794,6.495800000266172,50.608249999640975,59.937787185835944,one shared preloaded model
conv-26-qa-13,pure_liquid,2.833737185928794,6.969499998376705,50.608249999640975,60.41148718394648,one shared preloaded model
conv-26-qa-14,pure_liquid,2.833737185928794,6.85430000157794,50.608249999640975,60.29628718714771,one shared preloaded model
conv-26-qa-15,pure_liquid,2.833737185928794,6.395899999915855,50.608249999640975,59.83788718548563,one shared preloaded model
conv-26-qa-16,pure_liquid,2.833737185928794,5.972899998596404,86.07739999933983,94.88403718386503,one shared preloaded model
conv-26-qa-17,pure_liquid,2.833737185928794,7.258199999341741,86.07739999933983,96.16933718461037,one shared preloaded model
conv-26-qa-18,pure_liquid,2.833737185928794,6.977000000915723,86.07739999933983,95.88813718618435,one shared preloaded model
conv-26-qa-19,pure_liquid,2.833737185928794,7.085199998982716,86.07739999933983,95.99633718425135,one shared preloaded model
conv-26-qa-20,pure_liquid,2.833737185928794,6.476300000940682,88.90294999946491,98.21298718633439,one shared preloaded model
conv-26-qa-21,pure_liquid,2.833737185928794,10.01910000195494,88.90294999946491,101.75578718734864,one shared preloaded model
conv-26-qa-22,pure_liquid,2.833737185928794,9.948400002031121,88.90294999946491,101.68508718742483,one shared preloaded model
conv-26-qa-23,pure_liquid,2.833737185928794,9.643500001402572,88.90294999946491,101.38018718679628,one shared preloaded model
conv-26-qa-24,pure_liquid,2.833737185928794,8.897899999283254,95.6757000003563,107.40733718556835,one shared preloaded model
conv-26-qa-25,pure_liquid,2.833737185928794,10.807399998157052,95.6757000003563,109.31683718444215,one shared preloaded model
conv-26-qa-26,pure_liquid,2.833737185928794,10.381100000813603,95.6757000003563,108.8905371870987,one shared preloaded model
conv-26-qa-27,pure_liquid,2.833737185928794,10.228200000710785,95.6757000003563,108.73763718699588,one shared preloaded model
conv-26-qa-28,pure_liquid,2.833737185928794,6.23740000082762,52.55142500027432,61.62256218703074,one shared preloaded model
conv-26-qa-29,pure_liquid,2.833737185928794,6.722699999954784,52.55142500027432,62.1078621861579,one shared preloaded model
conv-26-qa-30,pure_liquid,2.833737185928794,7.390700000541983,52.55142500027432,62.7758621867451,one shared preloaded model
conv-26-qa-31,pure_liquid,2.833737185928794,6.828499997936888,52.55142500027432,62.213662184140006,one shared preloaded model
conv-26-qa-32,pure_liquid,2.833737185928794,6.028600000718143,60.609049999584386,69.47138718623133,one shared preloaded model
conv-26-qa-33,pure_liquid,2.833737185928794,7.191299999249168,60.609049999584386,70.63408718476235,one shared preloaded model
conv-26-qa-34,pure_liquid,2.833737185928794,6.76720000046771,60.609049999584386,70.20998718598089,one shared preloaded model
conv-26-qa-35,pure_liquid,2.833737185928794,6.385299999237759,60.609049999584386,69.82808718475094,one shared preloaded model
conv-26-qa-36,pure_liquid,2.833737185928794,6.232299998373492,54.45932500060735,63.52536218490964,one shared preloaded model
conv-26-qa-37,pure_liquid,2.833737185928794,7.374400000117021,54.45932500060735,64.66746218665317,one shared preloaded model
conv-26-qa-38,pure_liquid,2.833737185928794,10.031699999672128,54.45932500060735,67.32476218620828,one shared preloaded model
conv-26-qa-39,pure_liquid,2.833737185928794,9.919100000843173,54.45932500060735,67.21216218737932,one shared preloaded model
conv-26-qa-40,pure_liquid,2.833737185928794,6.10699999742792,59.838875000423286,68.77961218378,one shared preloaded model
conv-26-qa-41,pure_liquid,2.833737185928794,6.582999998499872,59.838875000423286,69.25561218485196,one shared preloaded model
conv-26-qa-42,pure_liquid,2.833737185928794,8.341999997355742,59.838875000423286,71.01461218370783,one shared preloaded model
conv-26-qa-43,pure_liquid,2.833737185928794,7.614300000568619,59.838875000423286,70.2869121869207,one shared preloaded model
conv-26-qa-44,pure_liquid,2.833737185928794,6.06310000148369,53.73250000047847,62.629337187890954,one shared preloaded model
