example_id,agent,horizon,bytes
syn-ef386b7c2e28a7c7,lexical_only,5000,1310720
syn-4da4f10545dadb90,lexical_only,5000,1310720
syn-3407676b9e1ae006,lexical_only,5000,1310720
syn-6cc5d92e5fd6a3e0,lexical_only,5000,1310720
syn-24ce50a80424907f,lexical_only,5000,1310720
syn-785f734721adcbde,lexical_only,5000,1310720
syn-e6b32d5f899ab892,lexical_only,5000,1310720
syn-8ec69bbef22fe04b,lexical_only,5000,1310720
syn-653092319a5dc56b,lexical_only,5000,1310720
syn-cf38fb96308c7d48,lexical_only,5000,1310720
syn-a450c44d3ec7c29a,lexical_only,5000,1310720
syn-0ab43d3c59593242,lexical_only,5000,1310720
syn-8b854a68420c2d35,lexical_only,5000,1310720
syn-d48a5fc4de3b0374,lexical_only,5000,1310720
syn-16837ca84116b8fd,lexical_only,5000,1310720
syn-2fb73c1498fe5b3f,lexical_only,5000,1310720
syn-bc0672eb572e8629,lexical_only,5000,1310720
syn-0801f5cdc49a9b3c,lexical_only,5000,1310720
syn-9b0c60422a54bf12,lexical_only,5000,1310720
syn-0e5a9267abf83ac5,lexical_only,5000,1310720
syn-893374d0fbef0617,lexical_only,5000,1310720
syn-3d21ab8ec7f3df56,lexical_only,5000,1310720
syn-3ee7b9e560ee2caa,lexical_only,5000,1310720
syn-64a2583d1a3e5dfe,lexical_only,5000,1310720
syn-716029bbd2302458,lexical_only,5000,1310720
syn-8874974731a7ccdb,lexical_only,5000,1310720
syn-cef3deb24aabcb26,lexical_only,5000,1310720
syn-42979affb4874146,lexical_only,5000,1310720
syn-b3e6e88c1746c4c7,lexical_only,5000,1310720
syn-2a8b3959bf2c192b,lexical_only,5000,1310720
syn-1621163c4d659a31,lexical_only,5000,1310720
syn-7fcf9b8336670bb9,lexical_only,5000,1310720
syn-e207d3d238b75d40,lexical_only,5000,1310720
syn-54a9d983f01466bb,lexical_only,5000,1310720
syn-9bbeceeb4932a594,lexical_only,5000,1310720
syn-a256cc2e604eaa5c,lexical_only,5000,1310720
syn-a56fa01183acb4b5,lexical_only,5000,1310720
syn-c6a74f6c30683c51,lexical_only,5000,1310720
syn-b6b5afbca18eada3,lexical_only,5000,1310720
syn-04f39ed2b13923cd,lexical_only,5000,1310720
syn-bbbc5809777be39b,lexical_only,5000,1310720
syn-91218d46fd5ff476,lexical_only,5000,1310720
syn-4f6cd0f4b1c0249c,lexical_only,5000,1310720
syn-bb69fde88f2dcba0,lexical_only,5000,1310720
syn-3d3e438951f4b802,lexical_only,5000,1310720
syn-639a35eeae88a348,lexical_only,5000,1310720
syn-47d38042ac2387e3,lexical_only,5000,1310720
syn-323d13ee25583e16,lexical_only,5000,1310720
syn-7fa49b2111631828,lexical_only,5000,1310720
syn-9734ac1cb0ad9ef9,lexical_only,5000,1310720
syn-ef386b7c2e28a7c7,lalm,5000,1318912
syn-4da4f10545dadb90,lalm,5000,1318912
syn-3407676b9e1ae006,lalm,5000,1318912
syn-6cc5d92e5fd6a3e0,lalm,5000,1318912
syn-24ce50a80424907f,lalm,5000,1318912
syn-785f734721adcbde,lalm,5000,1318912
syn-e6b32d5f899ab892,lalm,5000,1318912
syn-8ec69bbef22fe04b,lalm,5000,1318912
syn-653092319a5dc56b,lalm,5000,1318912
syn-cf38fb96308c7d48,lalm,5000,1318912
syn-a450c44d3ec7c29a,lalm,5000,1318912
syn-0ab43d3c59593242,lalm,5000,1318912
syn-8b854a68420c2d35,lalm,5000,1318912
syn-d48a5fc4de3b0374,lalm,5000,1318912
syn-16837ca84116b8fd,lalm,5000,1318912
syn-2fb73c1498fe5b3f,lalm,5000,1318912
syn-bc0672eb572e8629,lalm,5000,1318912
syn-0801f5cdc49a9b3c,lalm,5000,1318912
syn-9b0c60422a54bf12,lalm,5000,1318912
syn-0e5a9267abf83ac5,lalm,5000,1318912
syn-893374d0fbef0617,lalm,5000,1318912
syn-3d21ab8ec7f3df56,lalm,5000,1318912
syn-3ee7b9e560ee2caa,lalm,5000,1318912
syn-64a2583d1a3e5dfe,lalm,5000,1318912
syn-716029bbd2302458,lalm,5000,1318912
syn-8874974731a7ccdb,lalm,5000,1318912
syn-cef3deb24aabcb26,lalm,5000,1318912
